_id,ano,volume,numero,titulo,autores,Citações
68a8d386b27d789c76524364,2022,21,1,Multiphysics Design of High-Power Microwave Vacuum Window,"['Marrese, Fabrizio', 'Valletti, Lorenzo', 'Fantauzzi, Stefano', 'Leggieri, Alberto', 'Behtouei, Mostafa', 'Spataro, Bruno', 'Di Paolo, Franco']",6
68a8d388b27d789c76524365,2022,21,1,Phase Adjustment of S-Parameters from Coupled Resonator Filters,"['da silva, leonardo m.', 'melo, marcos t. de', 'santos, marilia g. a. r.', 'serres, alexandre jean rené']",0
68a8d38ab27d789c76524366,2022,21,1,Integrated Antennas on MnM Interposer for the 60 GHz Band,"['lé, joão e. g.', 'ouvrier-buffet, mathilda', 'gomes, leonardo g.', 'penchel, rafael a.', 'serrano, ariana l. c.', 'rehder, gustavo p.']",15
68a8d38cb27d789c76524367,2022,21,1,A 2.4 GHz Coplanar Solar Cell Patch Antenna with a Semi-Analytical Evaluation of Temperature Effects,"['Cambero, Eduardo V. V.', 'Silva, Vinicius S.', 'Paz, Humberto P.', 'Doria, Renan T.', 'Casella, Ivan R. S.', 'Capovilla, Carlos E.']",3
68a8d3a9c26405753ba5139b,2022,21,2,Analysis of Wet Antenna Losses on 11.843 GHz Slant Path in Nigeria and Comparison with Some Tropical Climates,"['abdulrahman, yusuf a. y.']",3
68a8d3abc26405753ba5139c,2022,21,2,Broadband Antennas Based on the Double Moebius Strip,"['Slyusar, Vadym', 'Sliusar, Ihor', 'Sheleg, Sergey']",4
68a8d3aec26405753ba5139d,2022,21,2,A Design of a Compact Microwave Diplexer in Microstrip Technology Based on Bandpass Filters Using Stepped Impedance Resonator,"['farah, mehdi c.', 'salah-belkhodja, faouzi', 'khelil, khaled']",4
68a8d3b0c26405753ba5139e,2022,21,2,Variations of Compact Rectangular Microstrip Antennas Using Defected Ground Plane Structure,"['Kadam, Poonam A.', 'Deshmukh, Amit A.']",12
68a8d3b2c26405753ba5139f,2022,21,2,A Defected Ground Structure Based on Matryoshka Geometry,"['Gomes Neto, Alfredo', 'Silva, Jefferson Costa e', 'Coutinho, Ianes Barbosa Grécia', 'Camilo Filho, Saulo Souto', 'Santos, Danila Araújo', 'Albuquerque, Bruno Lima Cavalcanti de']",12
68a8d3b4c26405753ba513a0,2022,21,2,Frequency Reconfigurable Near-Zero Refractive Index Material for Antenna Gain Enhancement Applications,"['Wang, Ren', 'Tang, Tao', 'Olaimat, Melad M.', 'Liu, Yuanzhi']",2
68a8d3b6c26405753ba513a1,2022,21,2,Estimation and Mapping of the Received Power Level of Digital Signals TV Using Spatial Interpolation Methods,"['Lima, Karoline R.', 'Andrade, Humberto D. de', 'Sombra, Antônio S. B.', 'Sousa, Matheus E. T.', 'Lima, José F. de', 'Fontgalland, Glauco', 'silva, isaac barros tavares da']",1
68a8d3b8c26405753ba513a2,2022,21,2,A Compact Dual-Band Self-Diplexing MIMO Patch Antenna for ISM and X-Band Communications,"['Babu, B. Anil', 'Madhav, B. T. P.', 'srilatha, kantammeni', 'sriram, bonda m. s.', 'hemanth, akula v.']",7
68a8d3bac26405753ba513a3,2022,21,2,Investigate the Effect of Dielectric Properties on Microwave Absorption of Pyramidal Microwave Absorber,"['Vagananthan, Barrathy', 'lee, yeng s.', 'you, kow yeow', 'gan, hong seng', 'wee, fwen h.']",14
68a8d3bbc26405753ba513a4,2022,21,2,,[],0
68a8d409c95a52f12eeb5a00,2022,21,3,Prospects for Developing Low-Cost Optical Fiber Sensors for Liquid-Liquid Interface Detection,"['Góis, Raoni de Freitas', 'Calvalcanti, Gustavo Oliveira', 'Fontana, Eduardo']",0
68a8d40cc95a52f12eeb5a01,2022,21,3,Design and Implementation of Microwave Dual-Band Pass Interdigital Filter Using an Analytical Approach,"['Albik, Moutaz', 'Abboud, Fariz', 'Sarhan, Alaaeddin', 'Alkhoder, Assal']",1
68a8d40ec95a52f12eeb5a02,2022,21,3,Optimization Techniques and Mathematical Modeling Applied to Reluctance Motors,"['Miranda, B.B.', 'malagoli, juliana a.', 'camacho, jose r.']",1
68a8d411c95a52f12eeb5a03,2022,21,3,Determination of Electric and Magnetic Field Calculation Uncertainty in the Vicinity of Overhead Transmission Lines,"['Alihodzic, Ajdin', 'Mujezinovic, Adnan', 'Turajlic, Emir', 'Dedovic, Maja Muftic']",8
68a8d414c95a52f12eeb5a04,2022,21,3,Minas GeraisF Methods for Fixed and Gain Saturated Optically Preamplified FSO Links Impaired by Misalignments and Atmospheric Turbulence,"['Bandele, Jeremiah Oluwatosin']",3
68a8d416c95a52f12eeb5a05,2022,21,3,A Finite-Difference Time-Domain Formulation for Modeling Air Ionization Breakdown Streamers,"['Oliveira, Rodrigo M. S. de', 'Nascimento, Júlio S.', 'Fujiyoshi, Daiyuki M.', 'Lima, Thiago S. de', 'Sena, Anderson J. C.']",4
68a8d418c95a52f12eeb5a06,2022,21,3,A New Miniaturized Low-Profile and Stable Dual-Band FSS with 2.5D Structure for ISM Bands,"['Duarte, Mychael Jales', 'Silva Neto, Valdemir Praxedes da', 'D’Assunção, Adaildo Gomes']",8
68a8d41bc95a52f12eeb5a07,2022,21,3,Efficient Low-Complexity Optimized Channel Estimating Methods for OFDM-Based Low-Voltage Broadband Power Line Communication Systems,"['Akpari, Evans Wilson', 'Nunoo, Solomon', 'Deynu, Faith Kwaku', 'Apprey, Michael Wellington']",5
68a8d432601e3f5cf9af7901,2022,21,4,Simulation of Current Pulses and Sound Waves Resulting from Partial Discharges in a Needle-Plane Geometry in Air,"['Fabris, Luís Victor Muller', 'Silva, Jean Carlos Cardozo da']",14
68a8d436601e3f5cf9af7902,2022,21,4,Electromagnetic Transients in Multiconductor Transmission Lines,"['Coelho, Rooney R. A.', 'Silva Neto, Domingos T. da', 'Cardoso, José Roberto']",1
68a8d438601e3f5cf9af7903,2022,21,4,Equipment for Monitoring Synchronous Generators Condition through External Magnetic Field Waveforms,"['grillo, luis o. s.', 'Wengerkievicz, Carlos A. C.', 'Santos, H. F. dos', 'Batistela, Nelson J.', 'Kuo-Peng, Patrick', 'Sadowski, Nelson', 'matsuo, tiago k.', 'Souza, C. L. de', 'Freitas, L. M. de', 'nascimento, rubens j.']",7
68a8d43b601e3f5cf9af7904,2022,21,4,Methodology to Generate a Reluctance Network Applied to Permanent Magnet Synchronous Generators,"['Kasper, João Vitor Gerevini', 'Kuo-Peng, Patrick', 'Bazzo, Thiago de Paula Machado', 'Menezes, Gustavo Garbelini de']",1
68a8d43d601e3f5cf9af7905,2022,21,4,Design and Simulation of Broadband Horn Nanoantennas for Nanophotonic Applications,"['Brito, Larissa da Silva', 'Felix, Raquel Aline Araújo Rodrigues']",1
68a8d43f601e3f5cf9af7906,2022,21,4,Experimental Loss Segregation in a Solid Rotor Induction Motor,"['Wengerkievicz, Carlos A. C.', 'Batistela, Nelson J.', 'Sadowski, Nelson', 'Huguet, Thomas', 'Lefèvre, Yvan']",4
68a8d441601e3f5cf9af7907,2022,21,4,Microstrip 3-Bit Fractal-based Phase Shifter,"['Pontes, Leon P.', 'Oliveira, E. M. F. de', 'Silva, Crislane P. N.', 'Barboza, Amanda Gomes', 'melo, marcos t. de', 'Llamas-Garro, Ignacio']",3
68a8d443601e3f5cf9af7908,2022,21,4,A Wideband and Wide Axial Ratio Bandwidth Circularly Polarized Antenna Loaded with Circular Ring Slot,"['Patil, Shilpee', 'Verma, Alka', 'Pandey, Anil Kumar', 'Kesarwani, Amit Kumar', 'pandey, vijay kumar', 'Kapse, Vinod M.']",3
68a8d445601e3f5cf9af7909,2022,21,4,A High-Gain Hemispherical Dielectric Lens Antenna Operating Simultaneously in Narrowband or Wideband for X-band Applications,"['Santos, Renan A. dos', 'fré, gabriel l. s.', 'Spadoti, Danilo H.']",1
68a8d447601e3f5cf9af790a,2022,21,4,Single Port Multimode Reconfigurable UWB-NB Antenna for Cognitive Radio Applications,"['Kadam, Bhushan V.', 'Gudino, Lucy J.', 'C. K., Ramesha', 'Rodrigues, Joseph X.']",3
68a8d46a628d78fdd89adf7a,2021,20,1,Deduction of Electric Field Module in a Multilayer of Isotropic Materials to Detect Surface Plasmons with a Graphical User Interface,"['garibello, bernardo', 'martín, yadira']",5
68a8d46b628d78fdd89adf7b,2021,20,1,Analysis of the Resonator Element in Different Positions in the Circular Patch Microstrip Antenna,"['Lima, Adelson Menezes', 'Freitas, João Victor de', 'Lavor, Otávio Paulino']",6
68a8d46e628d78fdd89adf7c,2021,20,1,FD MAC Protocol Design for Co-Existing WLANs in 5G Cellular Networks,"['diakite, souleymane', 'rizo, francisco m.', 'Bandiri, Sabi Y.M.']",1
68a8d470628d78fdd89adf7d,2021,20,1,Omni-Directional Wideband Antenna Array with Solar Cells,"['Ullah, Naveed', 'Tekin, Ahmet']",3
68a8d473628d78fdd89adf7e,2021,20,1,Mathematical Analysis and Improvement of the Maximum Spatial Eigenfilter for Direction of Arrival Estimation,"['lemos, rodrigo p.', 'Silva, Hugo V. L.', 'flores, edna l.', 'kunzler, jonas a.']",1
68a8d475628d78fdd89adf7f,2021,20,1,Damped Jacobi Methods Based on Two Different Matrices for Signal Detection in Massive MIMO Uplink,"['Naceur, Aounallah']",10
68a8d477628d78fdd89adf80,2021,20,1,Bandwidth Enhancement of Microstrip Patch Antenna Using Metasurface,"['Araújo, Felipe Ferreira de', 'Campos, Antonio Luiz Pereira de Siqueira', 'Lira, Ruann Victor de Andrade', 'Gomes Neto, Alfredo', 'd'Assunção, Adaildo Gomes']",11
68a8d478628d78fdd89adf81,2021,20,1,Passively Q-Switched Pulses Generation from Erbium-Doped Fiber Laser Using Lutetium Oxide as Saturable Absorber,"['mohamed, nasir a.', 'hamida, belal a.', 'eltaif, tawfig', 'jafry, afig a. a.', 'harun, sulaiman w.']",2
68a8d47b628d78fdd89adf82,2021,20,1,Non-Ionizing Radiation Analysis in Close Proximity to Antenna Tower: A Case Study in Northeast Brazil,"['Diniz, Andre B. de F.', 'Sousa Jr., Vicente A. de', 'Rodrigues, Marcio E. C.', 'Mendonça, Halysson B.', 'Silva, Gutembergue Soares da', 'Pinheiro, Fred Sizenando Rossiter']",0
68a8d47d628d78fdd89adf83,2021,20,1,IEEE 802.11b/g Practical Assessment Using a Low-Cost Quasi-Yagi Rectenna for Indoor RF Energy Harvesting,"['Silva, Vinícius S.', 'Paz, Humberto P.', 'Cambero, Eduardo V. V.', 'Vicentini, Ricardo M.', 'Martins, Ricardo Q.', 'Capovilla, Carlos E.', 'Casella, Ivan R. S.']",3
68a8d47f628d78fdd89adf84,2021,20,1,Characterization of Otto Chips by Particle Swarm Optimization,"['Silva, Adonias Luna Pereira da', 'Oliveira, Sérgio Campello', 'Cavalcanti, Gustavo Oliveira', 'Almeida Neto, Manoel Alves de', 'Santos, Maria Renata Nascimento dos', 'Llamas-Garro, Ignacio', 'Kim, Jung-Mu', 'Fernandes, Gabriel de Freitas', 'Fontana, Eduardo']",3
68a8d481628d78fdd89adf85,2021,20,1,Low-Overhead Low-Complexity Carrier Phase Recovery Technique for Coherent Multi-Band OFDM-Based Superchannel Systems Enabled by Optical Frequency Combs,"['deynu, faith kwaku', 'akpari, evans wilson', 'Akama, Constant']",2
68a8d483628d78fdd89adf86,2021,20,1,A Parametric Study of Inductive SWIPT Systems Assisted by Metamaterial Using Virtual Magnetic TL-Based Channel Modeling,"['Almeida, Jorge Virgilio de', 'Silva, Eduardo Costa da', 'Mosso, Marbey Manhães', 'Sartori, Carlos Antonio França']",2
68a8d485628d78fdd89adf87,2021,20,1,Comparison Between Three- and Four-coil Wireless Power Transfer Systems with Resonant Coils,"['Moraes, Fábio B. de', 'Abatti, Paulo J.']",3
68a8d4b3dcebf3de66d2ea37,2021,20,2,Wavelength-Selective Near Unity Absorber Based on Fabry-Pérot Nanoresonators,"['Souza, I. L. Gomes de', 'rodríguez-esquerre, vitaly f.']",4
68a8d4b5dcebf3de66d2ea38,2021,20,2,Assessment of Total Attenuation and Adaptive Scheme for Quality of Service Enhancement in Tropical Weather for Satellite Networks and 5G Applications in Nigeria,"['Ojo, Joseph. S.', 'Olurotimi, Elijah .O.', 'Obiyemi, Obiseye.O.']",10
68a8d4b8dcebf3de66d2ea39,2021,20,2,A High Gain Super Wideband Metamaterial Based Antenna,"['Aggarwal, Ishita', 'Pandey, Sujata', 'Tripathy, Malay Ranjan']",20
68a8d4badcebf3de66d2ea3a,2021,20,2,Design and Performance Study of Single and Multi-Layered Fractal Based Miniaturized Patch Antennas for 2.4 GHz Applications,"['Sahoo, Amiya Bhusana', 'Mishra, Guru Prasad', 'Mangaraj, Biswa Binayak']",4
68a8d4bcdcebf3de66d2ea3b,2021,20,2,"Compact, Broadband, and Omnidirectional Antenna Array for Millimeter-Wave Communication Systems","['Liu, Yuanzhi', 'Yagoub, Mustapha C. E.']",11
68a8d4bedcebf3de66d2ea3c,2021,20,2,Lightning Protection Design for Small Riverboats Using the FDTD Method,"['Leal, Adonis F. R.', 'Oliveira, Rodrigo M. S. de', 'Lopes, Nathan M.', 'Lima, Thiago S. de', 'Ferreira, Eduardo R.', 'Rodrigues, Nilton Rodolfo N. M.']",5
68a8d4c0dcebf3de66d2ea3d,2021,20,2,Compact Triple Band Notched Pentagonal Shaped UWB Antenna Loaded with Slots and Parasitic Resonator,"['Kadam, Ameya A.', 'Deshmukh, Amit A.']",7
68a8d4c3dcebf3de66d2ea3e,2021,20,2,Novel Design of a Hybrid Superconducting Fault Current Limiter with Controlled Solid-State Device,"['Miyamoto, Henrique K.', 'Queiroz, André T.', 'Dias, Daniel H. N.', 'França, Bruno W.', 'Sass, Felipe', 'Sotelo, Guilherme G.']",6
68a8d4c4dcebf3de66d2ea3f,2021,20,2,YIG Matrix Based Multiband Magneto-Dielectric Cylindrical Resonator Antenna,"['Costa, Andrécia Pereira da', 'Fontgalland, Glauco', 'Gomes Neto, Alfrêdo', 'Sombra, Antônio Sérgio B.']",3
68a8d4c7dcebf3de66d2ea40,2021,20,2,On the Use of UTD-Based Models for RF Path Loss Prediction Due to Diffraction on a Forest-Covered Ridge,"['Costa, Felipe M. da', 'Ramirez, Luis A. R.', 'Dias, Maurício H. C.']",4
68a8d4c9dcebf3de66d2ea41,2021,20,2,Short Circuit and Recovery Time Tests in a helical bifilar R-SFCL module,"['Rocha, Luís M. M.', 'Polasek, Alexander', 'Sotelo, Guilherme G.', 'dias, daniel h. n.', 'Borba, Bruno S. M. C.', 'Fernandes, David P.']",1
68a8d4cbdcebf3de66d2ea42,2021,20,2,Utilizing the Shift-or-Shrink Algorithm to Optimize the Direct Coupling from Laser Diodes to Diffused Channel Waveguides,"['Chung, Cheng-Hsiao', 'Chien, Chien-Hui', 'Wu, Yi-Xuan', 'Hung, Chun-Ming', 'Lee, Keh-Yi']",0
68a8d4cddcebf3de66d2ea43,2021,20,2,Analysis Tool for Passive Optical Access Network,"['pinho, pedro', 'camacho, daniel']",2
68a8d4cfdcebf3de66d2ea44,2021,20,2,C-Band Monopulse Planar Array and Feeding Network,"['perotoni, marcelo bender', 'Tavares, Sergio', 'Sanches, Bruno C. de S.', 'Silva, Walter Junior', 'Kofuji, Sergio T.']",0
68a8d4d1dcebf3de66d2ea45,2021,20,2,Meshless Methods for Computation of Overhead Transmission Lines Electromagnetic Fields,"['ribeiro, gustavo c.', 'coppoli, eduardo h. r.', 'Paganotti, André L.', 'ortiz, luilly a. g.']",2
68a8d4d3dcebf3de66d2ea46,2021,20,2,Proposed Technique of Analysis for Absorber/Transmitter Frequency Selective Surfaces,"['Santos, Eliel P. dos', 'Campos, Antonio Luiz Pereira de Siqueira', 'Gomes Neto, Alfredo', 'Silva, Maurício W. B.']",5
68a8d562ffb7911547822198,2021,20,3,Adjusting Large-Scale Propagation Models for the Amazon Region Using Bioinspired Algorithms at 1.8 and 2.6 GHz Frequencies,"['Carvalho, Andre A. P. de', 'batalha, iury s.', 'alcântara neto, miércio c. de', 'Castro, B. L', 'barros, fabricio jose brito', 'Araujo, Jasmine P. L.', 'cavalcante, gérvasio p. s.']",9
68a8d564ffb7911547822199,2021,20,3,Recovering Suppressed Resonance Frequency by Bias Lines in Reconfigurable FSS,"['Gomes Neto, Alfredo', 'Silva, Jefferson Costa e', 'Fernandes, Diego Cassio Garcia', 'Duarte, Laryssa Maria de Sousa', 'Morais, Gabryel Jerônimo de']",0
68a8d567ffb791154782219a,2021,20,3,Circular Waveguide Polarizer for Weather Radars and Satellite Information Systems,"['Piltyay, Stepan']",27
68a8d569ffb791154782219b,2021,20,3,SIW Based Cavity Backed Self-Quadplexing Slot Antenna,"['Nigam, Padmini', 'Muduli, ARio de Janeirouna', 'Sharma, Sandeep', 'Pal, Amrindra']",8
68a8d56affb791154782219c,2021,20,3,A LiDAR Architecture Based on Indirect ToF For Autonomous Cars,"['silva, luis cicero bezerra da', 'Sodré Junior, Arismar Cerqueira']",4
68a8d56cffb791154782219d,2021,20,3,Corrosion Sensor Using Metallic Double Layer in Optical Fiber,"['Oliveira, Hebio J. B. de', 'Silva Jr, Elias A.', 'Alves, Henrique P.', 'nascimento, jehan fonseca do', 'Vilela-Leão, Luis H.', 'Gonçalves, Charlie S.', 'Martins Filho, Joaquim F.']",2
68a8d56fffb791154782219e,2021,20,3,Entire-Domain Basis Function with Segmented Edge Condition Applied for Scattering Structures,"['Schlosser, Edson R.', 'Heckler, Marcos V. T.', 'Bergmann, José R.']",0
68a8d571ffb791154782219f,2021,20,3,SDR-Based Spectrum Analyzer Based in Open-Source GNU Radio,"['perotoni, marcelo bender', 'santos, kenedy marconi g.']",27
68a8d573ffb79115478221a0,2021,20,3,Angle of Incidence and Polarization Insensitive Ultra-Thin Ultra Wide-Band Metamaterial Absorber based on Novel Non-Linearity in Unit Cell Design,"['Agrawal, Alkesh', 'Misra, Mukul']",8
68a8d576ffb79115478221a1,2021,20,3,"Tri-Band, Stable and Compact Patch Frequency Selective Surface Optimized via Hybrid Bioinspired Computing for Applications at 2.4, 3.5 and 5.8 GHz","['Ferreira, Flávio H. C. S.', 'Araújo, Jasmine P. L.', 'Gomes Neto, Alfredo', 'coutinho, ianes barbosa grecia', 'Barros, Fabrício J. B.', 'Cavalcante, Gervásio P. S.', 'Alcântara Neto, Miércio C. de']",2
68a8d578ffb79115478221a2,2021,20,3,Analysis of D-Shaped Optical Fiber based Corrosion Sensor Using LMR and SPR Effects,"['Silva Júnior, Valdemir M. da', 'nascimento, jehan fonseca do', 'Martins Filho, Joaquim F.']",9
68a8d57affb79115478221a3,2021,20,3,Bioimpedance Calculation Considering Spherical Anomalies,"['Coelho, Rooney R. A.', 'Cardoso, José Roberto']",0
68a8d57cffb79115478221a4,2021,20,3,Optical Inclinometer Based on a LPG-Taper Series Configuration,"['Faraco Filho, Renato Luiz', 'Santos, Alexandre Bessa dos', 'Barbero, Andrés Pablo López', 'Silva, Vinicius Nunes Henrique']",7
68a8d57dffb79115478221a5,2021,20,3,Generator Systems for Optical Subcarriers Based on Ring Resonator in Series and Parallel with Phase Modulation,"['Nogueira, José Danilo da Silva', 'Fonseca Neto, João Pinto da', 'Silva, João Batista Rosa']",0
68a8d57fffb79115478221a6,2021,20,3,Material Selection for Axial Magnetization of a Gyromagnetic NLTL for Space Applications,"['Teixeira, André F.', 'Yamasaki, Fernanda S.', 'Rossi, José O.', 'Barroso, Joaquim J.', 'Greco, Ana Flâvia G.', 'Nono, Daniel A.', 'Nono, Maria C. A.', 'Rangel, Elizete G. L.', 'Schamiloglu, Edl']",4
68a8d581ffb79115478221a7,2021,20,3,Positioning Analysis of HF Monopole Antennas on a Frigate,"['assumpção, fabiano c. s.', 'dias, maurício h. c.']",1
68a8d583ffb79115478221a8,2021,20,3,Efficiency Determination of Compressor Embedded Induction Motors,"['Wengerkievicz, Carlos A. C.', 'Mazzola, Cristian F.', 'Sadowski, Nelson', 'Batistela, Nelson J.', 'Silva, Ernane', 'Deschamps, Cesar J.']",1
68a8d585ffb79115478221a9,2021,20,3,A Novel Mode-Matching Formulation of Multifurcated Waveguide Junctions,"['Rosa, Guilherme S.']",3
68a8d5c03d29935562548477,2021,20,4,Artificial Intelligence Techniques Evaluation for Modulation Format Identification in Optical Networks,"['Souza, André Luiz Nunes de', 'Sutili, Tiago', 'Cruz Júnior, José Hélio da', 'Figueiredo, Rafael Carvalho']",1
68a8d5c23d29935562548478,2021,20,4,Methodology for Minimizing Electric Field at Ground Level from Transmission Lines Using Sensitivity Analysis,"['Paganotti, André L.', 'saldanha, rodney r.', 'Lisboa, Adriano C.', 'afonso, matias m.', 'Melo, Marcilio Q.', 'schroeder, marco a. o.']",5
68a8d5c53d29935562548479,2021,20,4,Development of Reconfigurable Frequency Selective Surface Associating Cross Dipoles and Matryoshka Geometries,"['Gomes Neto, Alfredo', 'Silva, Jefferson Costa e', 'Coutinho, Ianes Barbosa Grécia', 'Fernandes, Diego Cássio Garcia', 'Duarte, Laryssa Maria de Sousa', 'Barboza, Amanda Gomes']",4
68a8d5c73d2993556254847a,2021,20,4,Broadband Channel Characterization in Wooded Environment in the 26 GHz Band,"['Silva, Jean Carneiro da', 'Silva, Diego Kasuo Nakata da', 'Eras, Leslye Estefania Castro', 'Souza, Nadson Welkson Pereira de', 'Cruz, André Felipe Souza da', 'Costa, Emanoel']",2
68a8d5c93d2993556254847b,2021,20,4,An Analysis of Minor Hysteresis Loops Behavior under PWM Voltage - Electromagnetic Device at No-Load and Loaded Conditions,"['Elias, Ricardo de A.', 'Wengerkievicz, Carlos A. C.', 'Souza Reis, Guilherme H.', 'Sadowski, Nelson', 'Batistela, Nelson J.', 'Bastos, João Pedro A.']",0
68a8d5cb3d2993556254847c,2021,20,4,A New Method for Iron Loss Separation,"['mendes, filomena barbosa r.', 'Suárez, Fredy M. S.', 'Batistela, Nelson J.', 'Leite, Jean V.', 'Sadowski, Nelson', 'Bastos, João Pedro A.']",0
68a8d5cd3d2993556254847d,2021,20,4,Design of an Antipodal Vivaldi Antenna Focusing on Constructional Aspects,"['Cabral, David S.', 'manera, leandro tiago', 'Zoccal, Leonardo B.', 'Ferreira, Daniel B.', 'Prudenzano, Francesco']",17
68a8d5cf3d2993556254847e,2021,20,4,Multi-Symmetric Level (MSL) Optimization Technique Based on Genetic Algorithm for Photonic Devices Design,"['Gonçalves, Marcos S.', 'Silva-Santos, Carlos H.', 'Ferraz Júnior, Wilton M.', 'Arnold, Francisco J.']",1
68a8d5d03d2993556254847f,2021,20,4,Implementation of a Spectrum Analyzer Using the Software-Defined Radio Concept,"['Freitas, Paulo V. A.', 'Hanthequeste, Ruan F.', 'Orofino, Gabriel B. A.', 'castellanos, pedro gonzalez', 'Canavitsas, Ângelo A. C.', 'Bentes, Robson C.']",3
68a8d5d23d29935562548480,2021,20,4,"A Low Cost, High-Reliability Receiver System for Reading Passive RFID Tags","['Oliveira, Nicollas R. de', 'Boaventura, Lucas P.', 'Ferreira, Tadeu N.', 'Magri, Vanessa P. R.', 'Pereira, Jacqueline S.', 'Mattos, Diogo M. F.']",2
68a8d5d43d29935562548481,2021,20,4,Electro-Optical Modulator Requirements for 1 Tb/s per Channel Coherent Systems,"['Rossi, Sandro Marcelo', 'Sutili, Tiago', 'Souza, Andre Luiz Nunes de', 'Figueiredo, Rafael Carvalho']",4
68a8d5d63d29935562548482,2021,20,4,Reconfigurable Filtenna using Varactor Diode for Wireless Applications,"['Araujo, Jorge A. I.', 'Oliveira, Marta R. T.', 'cavalcanti filho, pedro h. b.', 'Silva, Crislane P. N.', 'coutinho, marcelo s.', 'Melo, Marcos T. de', 'Llamas-Garro, Ignacio', 'Barboza, Amanda Gomes']",8
68a8d5d93d29935562548483,2021,20,4,Design of FSS Based Radome Wall for Airborne Radar Application,"['Pandhare, Rashmi A.', 'Lohar, Fateh Lal', 'Dhote, Chandresh', 'Solunke, Yogesh']",18
68a8d5da3d29935562548484,2021,20,4,Improved Multiobjective Optimization for Cellular Base Stations Positioning,"['Lopes, Ramz L. Fraiha', 'Gomes, Igor R.', 'Gomes, Cristiane R.', 'Gomes, Herminio S.', 'Cavalcante, Gervásio P. S.']",4
68a8d5dc3d29935562548485,2021,20,4,Mathematical Model of a Square Waveguide Polarizer with Diaphragms,"['Bulashenko, Andrew', 'Piltyay, Stepan', 'Bulashenko, Oleksandr']",19
68a8d65e500e04718a68c8ef,2020,19,1,Transverse Load Discrimination in Long-Period Fiber Grating via Artificial Neural Network,"['barino, felipe o.', 'delgado, felipe s.', 'Santos, Alexandre Bessa dos']",0
68a8d660500e04718a68c8f0,2020,19,1,QoS and QoE Aware Routing Protocol for Flying Ad-Hoc Surveillance Networks Using Fuzzy Inference Systems,"['Souza, Jorge', 'Jailton, José', 'Carvalho, Tássio', 'Araújo, Jasmine P. L.', 'Francês, Renato']",6
68a8d662500e04718a68c8f1,2020,19,1,Modified Ring Power Divider Using Stepped-Impedance Resonator,"['Barakat, Rabih', 'Nerguizian, Vahe', 'Hammou, Djilali', 'Tatu, Serioja Ovidiu']",9
68a8d664500e04718a68c8f2,2020,19,1,Inverse Design of Tapers by Bio-Inspired Algorithms,"['Sisnando, Anderson Dourado', 'Esquerre, Vitaly Félix Rodriguez', 'Vieira, Luana da França', 'Rubio-Mercedes, Cosme E.']",3
68a8d666500e04718a68c8f3,2020,19,1,Electromagnetic Energy Harvesting Using a Glass Window,"['Gonçalves, Yan S.', 'Resende, Ursula C.', 'Soares, Ícaro V.']",6
68a8d668500e04718a68c8f4,2020,19,1,Analysis and Optimization of Ultra-Low-Power Rectifier with High Efficiency for Applications in Wireless Power Transmission and Energy Harvesting,"['Silva, Raphaella Luiza Resende da', 'Gonçalves, Sandro Trindade Mordente', 'Vollaire, Christian', 'Bréard, Arnaud', 'Ramos, Gláucio Lopes', 'Rego, Cássio Gonçalves do']",11
68a8d669500e04718a68c8f5,2020,19,1,Characterization of the Dielectric Properties of the Tommy Atkins Mango,"['Silva Júnior, Paulo F.', 'Santana, Ewaldo E. C.', 'Pinto, Mauro S. Silva', 'Andrade, Everson P.', 'Carvalho, Joabson N.', 'freire, raimundo carlos silverio', 'Oliveira, Maciel Alves de', 'Oliveira, Elder E. Carneiro de']",0
68a8d66b500e04718a68c8f6,2020,19,1,3.4/4.0 GHz Tunable Resonant Cavity in SIW Technology Using Metal Post and PIN Diode on a Low-Cost Biasing Network for 5G Applications,"['Caleffo, Ricardo Caranicola', 'Correra, Fatima Salete']",6
68a8d66d500e04718a68c8f7,2020,19,1,Physics-Based Design of Microstrip Magnetic Dipoles Using Cavity Model,"['Ferreira, Daniel B.', 'Bianchi, Ildefonso', 'Paula, Cristiano B. de']",1
68a8d66f500e04718a68c8f8,2020,19,1,Mutual Coupling Reduction in Phased Array Antennas Applying High-Impedance Surface at X Band,"['Araújo, José Bruno O. de', 'Souza, Vanessa P. R. Magri', 'Ferreira, Tadeu N.', 'Matos, Leni J. de', 'Siqueira, Gláucio Lima', 'souza, jorge', 'Silva, Maurício W. B.']",5
68a8d672500e04718a68c8f9,2020,19,1,Sixteenth-Mode Substrate-Integrated-Waveguide (SMSIW) Resonator for Dielectric Characterization of Liquid Mixtures,"['Siabah, Fatima Zohra', 'Grine, Farouk', 'Benhabiles, Mohamed Taoufik', 'Riab, Mohamed Lahdi']",5
68a8d69137ec37abe7056669,2020,19,2,Ground-Penetrating Radar Antenna Design for Homogeneous and Low-Loss Dielectric Multilayer Media,"['africano, maria', 'vargas, josé o.', 'Adriano, Ricardo L. da S', 'oliveira, diogo b.', 'Lisboa, Adriano C.']",8
68a8d69337ec37abe705666a,2020,19,2,Project and Analysis of Quasi-Periodic PBG for Microstrip Antenna,"['Guimarães, Ádller de O.', 'Barreto, Tarcisio S.', 'Silva, José P.', 'Sena, Francisco C. B. de', 'Pinheiro, Jonathan P. P.', 'Lavor, Otávio P.']",0
